"https://www.nbcnews.com/health/health-news/major-depression-rise-among-everyone-new-data-shows-n873146", OK
"https://www.nbcnews.com/news/us-news/trial-begin-physician-tied-3-doors-down-guitarist-s-death-n873296", OK
"https://media1.s-nbcnews.com/j/newscms/2018_19/2425196/180508-lena-waithe-al-1021_df178a4de4b0fc9da5d27bcc0fc1503d.nbcnews-fp-320-240.jpg", N_OK
"https://media3.s-nbcnews.com/j/newscms/2017_48/2244456/171130-john-mccain-wheelchair-media-se-134p_db3106c6db256e95e0aa0db591f97373.nbcnews-fp-320-280.jpg", N_OK
"https://www.nbcnews.com/card/blankenship-hits-back-donald-trump-jr-launches-china-people-attack-n871396", OK
"https://media1.s-nbcnews.com/j/newscms/2018_19/2428686/180510-diverse-naturalization-ceremony-new-citizens-2017-ac-706p_ac7d43a9d9e511ed5c163bf10f48f5d5.nbcnews-fp-320-280.jpg", N_OK
"https://www.nbcnews.com/pages/about-nbc-news-digital", OK
"https://media4.s-nbcnews.com/j/newscms/2018_19/2423691/180507-marijuana-smoker-al-1351_c3e7785f7c994854b1866e2551929bc1.nbcnews-fp-480-320.jpg", N_OK
"https://www.nbcnews.com/health/health-care/who-send-vaccines-fight-new-ebola-outbreak-n873506", OK
"https://media4.s-nbcnews.com/j/newscms/2018_15/2393676/180410-miami-pride-attack-suspects-al-1006_9d1320ae839e97d368e367bf29182f61.nbcnews-fp-320-240.jpg", N_OK
"https://nbcsports.com/", N_OK
"https://www.nbcnews.com/nightly-news/video/allergy-season-is-here-and-hitting-much-of-the-country-hard-1229541443890", OK
"https://www.nbcnews.com/news/us-news/crooner-chris-brown-sued-woman-who-says-she-was-raped-n872836", OK
"https://media3.s-nbcnews.com/j/newscms/2018_19/2427866/180510-muqtada-al-sadr-al-0831_c0265bf36917caf0ffb9c03a05d654ab.nbcnews-fp-320-240.jpg", N_OK
"https://www.nbcnews.com/news/world/muqtada-al-sadr-recasts-himself-ahead-iraq-elections-n872921", OK
"https://www.nbcnews.com/politics/white-house/trump-pleases-insurers-angers-democrats-drug-pricing-plan-n873501", OK
"https://www.nbcnews.com/storyline/smart-facts/what-iran-nuclear-deal-n868346", OK
"https://recode.net/", N_OK
"https://media3.s-nbcnews.com/j/newscms/2018_19/2429521/180511-john-mccain-ew-1150a_0b8543a0f0ec217dbf9c0de21d3f372d.nbcnews-fp-320-280.jpg", N_OK
"https://www.nbcnews.com/think/opinion/civility-now-foreign-concept-americans-politics-how-did-we-get-ncna873491", OK
"https://media2.s-nbcnews.com/j/newscms/2018_19/2429226/180511-hawaii-volcano-2-al-0901_fd5469e9958cc5705e85a0b9a06d373e.nbcnews-fp-320-240.jpg", OK
"https://media4.s-nbcnews.com/j/newscms/2018_18/414446/140501-data-center-jms-1615_31970f925dfd00b953a2f7ceb5020788.nbcnews-fp-320-240.jpg", N_OK
"https://media1.s-nbcnews.com/j/newscms/2018_19/2428476/180510-darlene-turner-442p-rs_8af90800472d8fad75fb47e6487baebb.nbcnews-fp-320-280.jpg", N_OK
